Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Roupa Frio Plus Size Feminina Blusa Calça Peluciado Proteção,4.5,2.0,34.0,neve segunda pele térmica,poliéster/elastano,Feminino,outono/inverno,25.0,119.54,0.8148148148148148,0.000110180696342,0.4754098360655738,0.1852938167183929,564,127,3,25.0,0.0031832651205093,0.001819008640291
Short Colcci Summer Av23 Azul Feminino,5.0,1.0,0.0,colcci,algodão,Feminino,primavera/verão,1.0,234.44,1.0,0.0,0.0,0.3812284710616964,193,25,7,1.0,0.0031832651205093,0.176443838108231
Kit 10 Cuecas Boxer Lupo Microfibra Sem Costura Box Original,4.8,197.0,20.0,lupo,microfibra,Masculino,primavera-verão outono-inverno,1000.0,321.32,0.925925925925926,0.0215954164830321,0.2459016393442623,0.5293816718392961,463,101,6,1000.0,0.0422919508867667,0.0300136425648021
Calça Legging Feminina Preto Roupa Fitness Academia Tule,4.8,12.0,0.0,voo fitness,poliéster,Feminino,não definido,25.0,46.9,0.925925925925926,0.001211987659762,0.0,0.0614235530848197,813,122,1,25.0,0.0004547521600727,0.1173260572987721
Bermuda Térmica Anti Assadura Feminina Shorts Esporte Novo,4.560936497754971,0.0,10.0,keeper,microfibra,Feminino,primavera/verão,4.0,42.69,0.0,0.0,0.0819672131147541,0.0542443982128849,406,101,7,4.0,0.0086402910413824,0.0300136425648021
Calça Sarja Feminina Mom Plus Size Verde-escuro Sawary,4.560936497754971,0.0,31.0,sawary,algodão,Feminino,outono/inverno,5.0,205.99,0.0,0.0,0.4262295081967213,0.3327137546468401,692,25,3,5.0,0.0068212824010914,0.176443838108231
Kit Infantil Bombacha Gaúcha Alpargata Lenço E Boina Cavalo,4.560936497754971,0.0,0.0,sentinela,sarja,Bebês,outono/inverno,5.0,269.9,0.0,0.0,0.0,0.441697077180178,701,138,3,5.0,0.0004547521600727,0.0154615734424738
Kit 3 Roupas Femininas Shorts Jeans Lycra,4.8,11.0,0.0,mr jeans,jean,Feminino,primavera/verão,50.0,137.5,0.925925925925926,0.00110180696342,0.0,0.2159203301388083,540,74,7,50.0,0.0086402910413824,0.0254661209640745
Macacão De Apicultor Reforçado Para Tirar Mel De Abelhas,4.3,54.0,29.0,celi,brim 100% algodão,Sem gênero,não definido,500.0,200.65,0.7407407407407406,0.005839576906126,0.3934426229508196,0.3236076532178302,177,46,1,0.0,0.0077307867212369,0.0090950432014552
Kit Conjunto Infantil Juvenil Futebol São Paulo Do 02 Ao 14,3.8,6.0,0.0,z1store,Desconhecido,Sem gênero infantil,não definido,50.0,56.92,0.5555555555555555,0.00055090348171,0.0,0.0785102827325125,830,178,1,50.0,0.0027285129604365,0.0
Calça Moletom Masculina Flanelada Com Punho Malwee,4.6,155.0,11.0,malwee,algodão,Masculino,outono/inverno,1000.0,119.79,0.8518518518518517,0.0169678272366681,0.0983606557377049,0.1857201323283653,479,25,3,1000.0,0.0031832651205093,0.176443838108231
"Shorts Da Roupa De Ballet Infantil Juvenil, K1",4.560936497754971,0.0,0.0,amo ballet bailarina,helanca,Meninas,primavera/verão,5.0,74.9,0.0,0.0,0.0,0.1091709014017257,37,70,7,5.0,0.0009095043201455,0.001819008640291
Tapa Fralda Vermelho E Gravata Borboleta Amarela  Smash Cake,4.560936497754971,0.0,0.0,amohr e arte,Desconhecido,Bebês,não definido,1.0,102.70571283095724,0.0,0.0,0.0,0.0,38,178,1,1.0,0.0009095043201455,0.0
Cinta Modeladora Feminina Esbelt  Emborrachada 404,4.8,20.0,0.0,esbelt,Desconhecido,Feminino,não definido,100.0,59.79,0.925925925925926,0.002093433230498,0.0,0.0834043859349954,266,178,1,100.0,0.0009095043201455,0.0
Moletom Infantil Pikachu Com Capuz E Flanelado Confortável,4.560936497754971,0.0,0.0,genérica,algodão,Sem gênero infantil,não definido,5.0,89.9,0.0,0.0,0.0,0.1347498380000682,327,25,1,5.0,0.0095497953615279,0.176443838108231
Roupa Infantil Shortinho De Menina Verão Moda Novidade Luxo,5.0,2.0,0.0,ak fashion kids,viscose,Meninas,primavera/verão,5.0,39.9,1.0,0.000110180696342,0.0,0.0494867160055932,19,175,7,5.0,0.0027285129604365,0.0031832651205093
Calça Pantalona Solta Confortável Casual Natal Mulher,4.560936497754971,0.0,0.0,casuale,viscose,Feminino,outono/inverno,5.0,102.70571283095724,0.0,0.0,0.0,0.0,174,175,3,5.0,0.0004547521600727,0.0031832651205093
Kit 5 Conjuntos Femininos Roupas Infantil Menina Atacado,4.4,412.0,10.0,n.moda,Desconhecido,Meninas,não definido,1000.0,154.41,0.777777777777778,0.0452842661965623,0.0819672131147541,0.2447563179973398,556,178,1,1000.0,0.0013642564802182,0.0
Conjunto Masculino Ração Branco Umbanda Candomblé Premium,3.6,8.0,6.0,roupa rasgada,Desconhecido,Sem gênero,não definido,50.0,54.6,0.4814814814814815,0.000771264874394,0.0163934426229508,0.0745540738719689,666,178,1,50.0,0.0009095043201455,0.0
Short Jeans Feminino Preto Cintura Alta Com Lycra Hot Pants,4.5,20.0,0.0,stillger jeans,algodão,Feminino,primavera/verão,50.0,49.9,0.8148148148148148,0.002093433230498,0.0,0.0665393404044882,738,25,7,50.0,0.0154615734424738,0.176443838108231
Calça Masculina Aeroready Sereno Slim Legend Ink adidas,4.2,10.0,13.0,adidas,poliéster,Masculino,primavera/verão,100.0,249.99,0.7037037037037038,0.000991626267078,0.1311475409836065,0.4077453020019781,13,122,7,100.0,0.0109140518417462,0.1173260572987721
Kit Roupa De Bebe 8 Peças Body Manga Longa E Mijão Algodão,4.6,725.0,19.0,duda lelê moda infantil,Desconhecido,Bebês,não definido,1000.0,109.09,0.8518518518518517,0.0797708241516086,0.2295081967213114,0.1674738242215477,247,178,1,1000.0,0.001819008640291,0.0
Vestido Midi Feminino Decotado Com Alcinha Ajustável E Bojo,4.560936497754971,0.0,35.0,blaum,poliéster,Feminino,primavera/verão,3.0,119.99,0.0,0.0,0.4918032786885247,0.1860611848163432,133,122,7,3.0,0.0004547521600727,0.1173260572987721
Bermuda Com Suspensório Menino Festa Casual,5.0,6.0,0.0,banana karamelada,brim - algodão,Meninos,primavera/verão,100.0,67.9,1.0,0.00055090348171,0.0,0.0972340643224992,104,45,7,100.0,0.0004547521600727,0.0004547521600727
Pole Dance Kit  Joelheira Atoalhada E Ponteira De Algodão,4.7,28.0,0.0,"polliá joelheira atoalhada soft preta baixo impacto, joelheira luta, joelheira cross fit, joelheira dança, joelheira luta, joelheira confortável, joelheira pilates, joelheira yoga, joelheira funcional",Desconhecido,Feminino,não definido,100.0,102.70571283095724,0.888888888888889,0.002974878801234,0.0,0.0,616,178,1,100.0,0.0004547521600727,0.0
Shorts Transparente Empina Bumbum  Sex Poderosa Night,4.560936497754971,0.0,6.0,top brasil,Desconhecido,Feminino,não definido,5.0,42.48,0.0,0.0,0.0163934426229508,0.0538862931005081,773,178,1,5.0,0.0004547521600727,0.0
Conjunto Calca E Camisa Roupa Motocross Trilha Infantil Ims,4.560936497754971,0.0,0.0,ims,poliéster,Masculino,não definido,5.0,179.9,0.0,0.0,0.0,0.2882234575901231,372,122,1,5.0,0.0004547521600727,0.1173260572987721
Kit 3 Shorts Fitness Roupa Feminina Academia Suplex Atacado,4.6,7.0,0.0,virtuosa modas,suplex,Feminino,primavera/verão,50.0,69.99,0.8518518518518517,0.000661084178052,0.0,0.1007980628218682,802,151,7,50.0,0.0004547521600727,0.0104592996816734
Conjunto Infantil Baby Shark Bebe Roupa Menino Festa,4.560936497754971,0.0,0.0,não definido,Desconhecido,Bebês,não definido,5.0,149.99,0.0,0.0,0.0,0.2372190580130282,575,178,1,5.0,0.0104592996816734,0.0
Cacharrel Blusa Térmica Feminina Segunda Pele Gola Alta,5.0,2.0,0.0,roupas térmicas,Desconhecido,Feminino,outono/inverno,25.0,59.95,1.0,0.000110180696342,0.0,0.0836772279253777,674,178,3,25.0,0.001819008640291,0.0
Capa Para Mala Viagem Bagagem Despacho Tamanho M Media 23 Kg,3.7,7.0,5.0,multimarcas john seven decor,Desconhecido,Não Informado,não definido,50.0,53.29,0.5185185185185187,0.000661084178052,0.0,0.0723201800757136,544,178,1,50.0,0.0004547521600727,0.0
Kit Casal Short Moda Praia Bermudas Combinando Yin Yang Amor,4.4,9.0,0.0,relaxado,tactel,Sem gênero,primavera/verão,50.0,69.99,0.777777777777778,0.000881445570736,0.0,0.1007980628218682,650,155,7,50.0,0.0118235561618917,0.0045475216007276
Calça Moletom Infantil Peluciada Off,4.560936497754971,0.0,0.0,larel,algodão,Sem gênero infantil,outono/inverno,5.0,39.9,0.0,0.0,0.0,0.0494867160055932,428,25,3,5.0,0.0031832651205093,0.176443838108231
Formatura Mêsversário Bebê Com Beca E Certificado De Brinde,4.7,29.0,0.0,becasebrindes,Desconhecido,Bebês,não definido,100.0,130.9,0.888888888888889,0.003085059497576,0.0,0.2046655980355377,115,178,1,100.0,0.0009095043201455,0.0
Roupa Feminina Em Oxford 2 Pçs Umbanda E Candomblé,4.8,69.0,0.0,atacadão beira mar,Desconhecido,Feminino,não definido,500.0,59.9,0.925925925925926,0.007492287351256,0.0,0.0835919648033832,62,178,1,0.0,0.0013642564802182,0.0
Bermuda Masculina adidas Tennis Club 3 Listras,4.560936497754971,0.0,25.0,adidas,poliéster,Masculino,outono/inverno,1.0,199.99,0.0,0.0,0.3278688524590164,0.3224821800075031,13,122,3,1.0,0.0109140518417462,0.1173260572987721
Calça Jeans Masculina Wrangler Oficial Azul Com Elastano,4.560936497754971,0.0,0.0,wrangler,algodão,Masculino,primavera/verão,2.0,102.70571283095724,0.0,0.0,0.0,0.0,823,25,7,2.0,0.001819008640291,0.176443838108231
Collant Ballet Regata - Adulto,4.0,19.0,0.0,maria catarina ballet,Desconhecido,Feminino,não definido,100.0,41.9,0.6296296296296297,0.001983252534156,0.0,0.0528972408853722,487,178,1,100.0,0.0009095043201455,0.0
"Camisa Pai, Vestido Mãe E Filha - Toy",4.560936497754971,0.0,0.0,look safir,Desconhecido,Sem gênero,não definido,1.0,102.70571283095724,0.0,0.0,0.0,0.0,452,178,1,1.0,0.0013642564802182,0.0
Short Modelo Redutor De Medidas Cintura Em Elástico Dilady,4.560936497754971,0.0,0.0,dilady,algodão,Feminino,primavera/verão,5.0,69.9,0.0,0.0,0.0,0.1006445892022782,231,25,7,5.0,0.0013642564802182,0.176443838108231
Conjunto Tematico Safari Branco Bebe Roupa Menino Festa,4.9,28.0,0.0,não definido,Desconhecido,Bebês,não definido,100.0,89.99,0.9629629629629632,0.002974878801234,0.0,0.1349033116196582,575,178,1,100.0,0.0104592996816734,0.0
"1000 Lacre Autenticidade, Pendura Tag, Corda Para Tag Roupas",4.7,21.0,0.0,não definido,Desconhecido,Sem gênero,não definido,1000.0,52.99,0.888888888888889,0.00220361392684,0.0,0.0718086013437468,575,178,1,1000.0,0.0104592996816734,0.0
Calça Plus Size Jeans Costura Em Coração Que Levanta Bumbum,3.4,18.0,0.0,variados moda feminina,jeans,Feminino,primavera/verão,100.0,78.61,0.4074074074074073,0.001873071837814,0.0,0.1154974250537157,797,75,7,100.0,0.0027285129604365,0.0300136425648021
Short Jeans Feminino Com Lycra Levanta Bumbum Destroyed,4.560936497754971,0.0,10.0,wreis jeans,algodão,Feminino,primavera/verão,2.0,49.99,0.0,0.0,0.0819672131147541,0.0666928140240783,825,25,7,2.0,0.0040927694406548,0.176443838108231
Pijama Feminino Americano Longo Inverno Gestante Amamentação,4.560936497754971,0.0,0.0,la vitta maternidade feminina,malha manga comprido,Feminino,outono/inverno,2.0,102.70571283095724,0.0,0.0,0.0,0.0,419,93,3,2.0,0.0004547521600727,0.0004547521600727
Kit 3 Conjuntos Meia Estação Inverno Infantil Menina,4.2,35.0,0.0,amandika kids,Desconhecido,Meninas,não definido,100.0,102.70571283095724,0.7037037037037038,0.003746143675628,0.0,0.0,30,178,1,100.0,0.0031832651205093,0.0
Kit 3 Short Bermuda Ciclista Infantil Feminino Roupa Atacado,4.560936497754971,0.0,0.0,espaço outlet,poliéster,Feminino,primavera/verão,5.0,52.9,0.0,0.0,0.0,0.0716551277241567,268,122,7,5.0,0.0013642564802182,0.1173260572987721
Kit 2 Calças Masculina Jeans Pra Trabalho Corte Reto,4.6,34.0,10.0,multimarcas,100% algodão,Masculino,outono/inverno,100.0,128.63,0.8518518518518517,0.003635962979286,0.0819672131147541,0.2007946522969885,543,0,3,100.0,0.0118235561618917,0.0009095043201455
Manta Bebê Trico Maternidade,4.8,193.0,5.0,up! gift,Desconhecido,Bebês,não definido,1000.0,52.25,0.925925925925926,0.0211546936976641,0.0,0.0705467071382285,790,178,1,1000.0,0.0004547521600727,0.0
Roupa Infantil Menina Carnaval Arlequina,4.560936497754971,0.0,0.0,bf fantasias,Desconhecido,Meninas,não definido,2.0,57.74,0.0,0.0,0.0,0.0799085979332219,125,178,1,2.0,0.0004547521600727,0.0
Shorts John John Alto Berlim Feminino,4.560936497754971,0.0,0.0,john john,jeans,Feminino,outono/inverno,1.0,102.70571283095724,0.0,0.0,0.0,0.0,389,75,3,1.0,0.0009095043201455,0.0300136425648021
3 Conjuntos Feminino Calça E Top Roupas Academia,3.6,373.0,0.0,jinkingstore,poliéster,Feminino,não definido,1000.0,99.88,0.4814814814814815,0.0409872190392243,0.0,0.1517683571501654,387,122,1,1000.0,0.0004547521600727,0.1173260572987721
Roupa Feminina Plus Size Blusa Calça Frio Peluciado Proteção,4.6,5.0,42.0,neve segunda pele térmica,poliéster/elastano,Feminino,outono/inverno,25.0,132.56,0.8518518518518517,0.000440722785368,0.6065573770491803,0.2074963336857542,564,127,3,25.0,0.0031832651205093,0.001819008640291
Kit 3 Cuecas Masculinas Slip Cotton Calvin Klein,5.0,102.0,30.0,calvin klein underwear,algodão,Masculino,primavera/verão,1000.0,229.9,1.0,0.011128250330542,0.4098360655737705,0.3734865795845981,161,25,7,1000.0,0.0004547521600727,0.176443838108231
Conjunto Verão Juvenil Roupa Meninas Blogueira Luxo 2 À 10,4.560936497754971,0.0,5.0,toquinhokids,poliéster,Meninas,primavera/verão,1.0,50.5,0.0,0.0,0.0,0.0675624978684219,779,122,7,1.0,0.0004547521600727,0.1173260572987721
Tema Mesversário: Formatura Bebê De Beca| Brinde Certificado,5.0,12.0,0.0,becasebrindes,Desconhecido,Bebês,não definido,50.0,130.9,1.0,0.001211987659762,0.0,0.2046655980355377,115,178,1,50.0,0.0009095043201455,0.0
Conjunto Carnaval Metalizado Top E  Calcinha Hot Pant,4.560936497754971,0.0,0.0,rsl,Desconhecido,Mulher,não definido,25.0,102.70571283095724,0.0,0.0,0.0,0.0,680,178,1,25.0,0.0013642564802182,0.0
Kit 10 Peças Roupa Infantil Menina Feminino Atacado Verão,4.3,68.0,10.0,jota kids,Desconhecido,Meninas,não definido,100.0,139.1,0.7407407407407406,0.007382106654914,0.0819672131147541,0.2186487500426315,393,178,1,100.0,0.0013642564802182,0.0
5 Shorts Canelado Feminino Shortinho Soltinho Atacado Verão,4.3,22.0,0.0,gata rebelde,canelado,Feminino,primavera/verão,100.0,77.97,0.7407407407407406,0.002313794623182,0.0,0.1144060570921864,322,53,7,100.0,0.0068212824010914,0.0013642564802182
Calça Masculina Docks Tecido Premium Grosso Confortável,4.560936497754971,0.0,0.0,dock's,algodão,Masculino,outono/inverno,5.0,151.9,0.0,0.0,0.0,0.2404761092732172,242,25,3,5.0,0.0004547521600727,0.176443838108231
Aquecedor De Mãos Wedze Original C/10 Sachets,4.560936497754971,0.0,0.0,wedze,Desconhecido,Sem gênero,não definido,5.0,77.99,0.0,0.0,0.0,0.1144401623409842,818,178,1,5.0,0.0004547521600727,0.0
Kit 5 Short Saia Infantil Feminino Roupas Atacado,4.560936497754971,0.0,0.0,espaço outlet,poliéster,Feminino,primavera/verão,25.0,78.9,0.0,0.0,0.0,0.1159919511612837,268,122,7,25.0,0.0013642564802182,0.1173260572987721
Calça Oxford Uniforme Profissional Açougueiro Padaria,3.6,17.0,0.0,miglar uniforme,brim 100% algodão,Sem gênero,primavera/verão,1000.0,33.9,0.4814814814814815,0.001762891141472,0.0,0.0392551413662562,514,46,7,1000.0,0.0004547521600727,0.0090950432014552
Laço De Cabelo Dourado Brilho Luxo Ano Novo Reveillon Festa,4.560936497754971,0.0,0.0,não definido,Desconhecido,Bebês,não definido,3.0,102.70571283095724,0.0,0.0,0.0,0.0,575,178,1,3.0,0.0104592996816734,0.0
Kit Com 7 Baby Short Dool Camiseta Short Estampado Moderno Para O Dia A Dia Não Fica Transparente,4.3,11.0,8.0,larabella,Desconhecido,Feminino,primavera/verão,50.0,144.97,0.7407407407407406,0.00110180696342,0.0491803278688524,0.2286586405647829,427,178,7,50.0,0.0004547521600727,0.0
Short Praia Confort Floral Rosa,4.560936497754971,0.0,0.0,larel,poliéster,Feminino,primavera/verão,2.0,49.9,0.0,0.0,0.0,0.0665393404044882,428,122,7,2.0,0.0031832651205093,0.1173260572987721
Fantasia Meia Calça Infantil Alice País Das Maravilhas,4.560936497754971,0.0,0.0,idée créative,"spandex, microfibra",Meninas,não definido,5.0,28.95,0.0,0.0,0.0,0.0308140922888032,362,146,1,5.0,0.0004547521600727,0.0004547521600727
Calça Legging Juvenil Suplex 10 A 16 Anos,5.0,5.0,0.0,marie,suplex,Meninas,outono/inverno,50.0,43.9,1.0,0.000440722785368,0.0,0.0563077657651512,491,151,3,50.0,0.0009095043201455,0.0104592996816734
Kit Chapéu Bebê Liso Menina 3 Pçs,4.560936497754971,0.0,0.0,baby chumbinho,Desconhecido,Bebês,não definido,1.0,102.70571283095724,0.0,0.0,0.0,0.0,81,178,1,1.0,0.0009095043201455,0.0
Kit 2 Short Feminino Praia Piscina Verão Moda Blogueira Top,4.560936497754971,0.0,0.0,relaxado,poliéster,Feminino,primavera/verão,5.0,63.99,0.0,0.0,0.0,0.0905664881825313,650,122,7,5.0,0.0118235561618917,0.1173260572987721
Uniforme Infantil Atlético Mineiro Galo Todo Personalizado,4.560936497754971,0.0,0.0,sports shops,Desconhecido,Sem gênero infantil,não definido,3.0,86.5,0.0,0.0,0.0,0.1289519457044439,729,178,1,3.0,0.0022737608003638,0.0
Roupa Feminina Umbanda Candomblé Saia + Ojá + Pano Da Costa,4.8,60.0,0.0,atacadão beira mar,Desconhecido,Feminino,não definido,500.0,78.9,0.925925925925926,0.006500661084178,0.0,0.1159919511612837,62,178,1,0.0,0.0013642564802182,0.0
Kit 3 Camisetas Masculinas Atacado 50% Algodão Fio 30.1 Over,4.560936497754971,0.0,0.0,inoffensive,Desconhecido,Sem gênero,não definido,5.0,109.99,0.0,0.0,0.0,0.1690085604174482,373,178,1,5.0,0.001819008640291,0.0
Shorts Alfaiataria Com Bolso Feminino Preto Jdy Oferta,4.560936497754971,0.0,66.0,jdy,poliéster,Feminino,primavera/verão,25.0,111.99,0.0,0.0,1.0,0.1724190852972272,385,122,7,25.0,0.0004547521600727,0.1173260572987721
Calça Jeans Masculina Social Super Tendência Reta Bolso Faca,4.560936497754971,0.0,11.0,kani modas - macaw,algodão com elastano,Masculino,outono/inverno,5.0,138.84,0.0,0.0,0.0983606557377049,0.2182053818082603,403,29,3,5.0,0.0004547521600727,0.0013642564802182
Roupa Recém-nascido Fotografia Mesversário Futebol Americano,4.560936497754971,0.0,0.0,sem marca,Desconhecido,Bebês,não definido,1.0,139.9,0.0,0.0,0.0,0.2200129599945431,699,178,1,1.0,0.0013642564802182,0.0
Roupa Apicultura Tecido Grosso Algodão Antiferroada C Luvas,4.4,29.0,0.0,nacional,algodão,Sem gênero,não definido,100.0,179.87,0.777777777777778,0.003085059497576,0.0,0.2881722997169264,557,25,1,100.0,0.003638017280582,0.176443838108231
Kit 2x Bermuda Corsário2 Masculino Fitness Academia,5.0,3.0,0.0,escaping,moletinho,Masculino,primavera/verão,25.0,169.31,1.0,0.000220361392684,0.0,0.2701647283516933,267,106,7,25.0,0.0009095043201455,0.0072760345611641
Calça Moletom Feminina Aveloz Preta,4.560936497754971,0.0,0.0,aveloz style,50% algodão e 50% poliéster,Feminino,outono/inverno,5.0,109.99,0.0,0.0,0.0,0.1690085604174482,75,7,3,5.0,0.0013642564802182,0.0004547521600727
Combo 2 Calças Moda Evangélica Fitness Saia Caminhada,4.9,27.0,0.0,bebbela,suplex,Feminino,não definido,100.0,157.99,0.9629629629629632,0.002864698104892,0.0,0.2508611575321442,110,151,1,100.0,0.0004547521600727,0.0104592996816734
Kit 2 Cuecas Boxer Box Lupo Sem Costura Microfibra Original,5.0,7.0,0.0,lupo,microfibra,Masculino,primavera/verão,50.0,55.07,1.0,0.000661084178052,0.0,0.0753555472187169,463,101,7,50.0,0.0422919508867667,0.0300136425648021
10 Roupas Infantil Menina Casual Atacado Barato,4.4,86.0,20.0,lojanatiele,algodão,Meninas,não definido,500.0,102.70571283095724,0.777777777777778,0.00936535918907,0.2459016393442623,0.0,451,25,1,0.0,0.0004547521600727,0.176443838108231
Kit C/ 5 Conjunto Menino Juvenil De 10 Até 16 Anos,4.3,25.0,0.0,alikids,Desconhecido,Meninos,não definido,100.0,138.96,0.7407407407407406,0.002644336712208,0.0,0.218410013301047,25,178,1,100.0,0.001819008640291,0.0
Calça Sarja Boot Cut Plus Size Feminina Preto Sawary,4.6,98.0,16.0,sawary,algodão,Feminino,primavera/verão,500.0,102.70571283095724,0.8518518518518517,0.010687527545174,0.180327868852459,0.0,692,25,7,0.0,0.0068212824010914,0.176443838108231
Body Bebe Temático Roupa De Bebê Botafogo,5.0,2.0,0.0,genérica,Desconhecido,Bebês,primavera/verão,5.0,19.13,1.0,0.000110180696342,0.0,0.0140684151290883,327,178,7,5.0,0.0095497953615279,0.0
Kit 2 Short Jeans Feminino Plus Size Cintura Alta Com Lycra,4.560936497754971,0.0,10.0,menina linda,algodão,Feminino,primavera/verão,3.0,139.82,0.0,0.0,0.0819672131147541,0.219876538999352,509,25,7,3.0,0.0100045475216007,0.176443838108231
Collant Body E Saia De Cós Infantil Ballet Dança Moda,4.560936497754971,0.0,0.0,gran ballet,Desconhecido,Sem gênero infantil,não definido,5.0,99.01,0.0,0.0,0.0,0.1502847788274615,340,178,1,5.0,0.0104592996816734,0.0
Kit 4 Cueca Tamanho 54 A 64 Boxer Box Lupo Plus Size Algodão,4.560936497754971,0.0,0.0,lupo,algodão,Masculino,primavera-verão outono-inverno,1000.0,116.51,0.0,0.0,0.0,0.1801268715255278,463,25,6,1000.0,0.0422919508867667,0.176443838108231
Shortinho Feminino Moletinho Casual Leve Verão Academia Top,4.6,7.0,0.0,canario,moletinho,Feminino,primavera/verão,100.0,29.99,0.8518518518518517,0.000661084178052,0.0,0.0325875652262883,170,106,7,100.0,0.0100045475216007,0.0072760345611641
Calça Branca Plus Size Enfermagem Com Lycra Feminina Sarja,5.0,3.0,19.0,stillger,algodão,Feminino,outono/inverno,5.0,78.9,1.0,0.000220361392684,0.2295081967213114,0.1159919511612837,736,25,3,5.0,0.0327421555252387,0.176443838108231
Body Bebê Feliz Tem Pelos De Gato Na Roupa Body Infantil,4.560936497754971,0.0,0.0,ébano personalizados,Desconhecido,Bebês,não definido,5.0,102.70571283095724,0.0,0.0,0.0,0.0,840,178,1,5.0,0.0004547521600727,0.0
Kit 10 Cuecas Lupo Boxer Tamanho Grande Plus Size Algodão Nf,4.8,31.0,0.0,lupo,algodão,Masculino,primavera-verão outono-inverno,100.0,268.17,0.925925925925926,0.00330542089026,0.0,0.4387469731591692,463,25,6,100.0,0.0422919508867667,0.176443838108231
Kit 3 Shorts Feminino Canelado Malha Curto Soltinho Atacado,4.560936497754971,0.0,0.0,gata rebelde,poliéster,Feminino,primavera/verão,25.0,49.99,0.0,0.0,0.0,0.0666928140240783,322,122,7,25.0,0.0068212824010914,0.1173260572987721
Kit  Roupa De Ballet 7 Itens Bale Infantil Collant Regata,4.7,35.0,0.0,giovanna ballet,Desconhecido,Feminino,não definido,100.0,129.99,0.888888888888889,0.003746143675628,0.0,0.2031138092152382,330,178,1,100.0,0.0059117780809458,0.0
Conjunto Roupa Térmica Flanelada 02 Calças 02 Blusas Legging,4.6,46.0,0.0,h&m,poliéster,Masculino,outono/inverno,500.0,198.7,0.8518518518518517,0.00495813133539,0.0,0.3202823914600456,348,122,3,0.0,0.0009095043201455,0.1173260572987721
Kit 10 Cueca Box Boxer Lupo Masculina Sem Costura Microfibra,5.0,3.0,0.0,lupo,microfibra,Masculino,primavera-verão outono-inverno,5.0,289.49,1.0,0.000220361392684,0.0,0.4751031683776133,463,101,6,5.0,0.0422919508867667,0.0300136425648021
Short Masculino Logo adidas,4.7,14.0,30.0,adidas,poliéster,Masculino,não definido,100.0,119.99,0.888888888888889,0.001432349052446,0.4098360655737705,0.1860611848163432,13,122,1,100.0,0.0109140518417462,0.1173260572987721
Kit 2 Conjuntos Roupa Infantil Regata Short Menino 1 A 8,3.7,9.0,16.0,colbacho,Desconhecido,Bebês,não definido,100.0,57.52,0.5185185185185187,0.000881445570736,0.180327868852459,0.0795334401964462,192,178,1,100.0,0.0054570259208731,0.0
Porta Número Cinto Corrida Trilha Maratona Triathlon 2 Un,4.560936497754971,0.0,0.0,ciacool,Desconhecido,Sem gênero,não definido,5.0,50.85,0.0,0.0,0.0,0.0681593397223832,182,178,1,5.0,0.0040927694406548,0.0
Calça Mom Preta Jeans Feminina Cintura Alta Levanta Bumbum,4.560936497754971,0.0,8.0,stillger,algodão,Feminino,outono/inverno,1.0,78.58,0.0,0.0,0.0491803278688524,0.115446267180519,736,25,3,1.0,0.0327421555252387,0.176443838108231
Bermuda Com Suspesórios E Gravata Caramelo Infantil,4.8,4.0,0.0,roupa social bermuda com suspensórios gravata,brim fresquinho e confortável,Meninos,primavera/verão,50.0,69.9,0.925925925925926,0.000330542089026,0.0,0.1006445892022782,667,49,7,50.0,0.0004547521600727,0.0004547521600727
Kit Com 8 Cuecas Infantil Boxer Sem Costura Algodão Zorba,5.0,1.0,0.0,zorba,algodão,Meninos,primavera/verão,5.0,149.9,1.0,0.0,0.0,0.2370655843934382,838,25,7,5.0,0.0090950432014552,0.176443838108231
Kit Com 3 Camisetas Blusa Masculina Dry Fit Local Sports,4.3,10.0,0.0,f l y basic wear,Desconhecido,Masculino,não definido,100.0,89.99,0.7407407407407406,0.000991626267078,0.0,0.1349033116196582,281,178,1,100.0,0.0004547521600727,0.0
Kit 12 Boxer Plus Size Sem Costura Adulto X1 Ao X3 Selene,4.560936497754971,0.0,0.0,selene,poliamida,Masculino,primavera/verão,4.0,394.8,0.0,0.0,0.0,0.6546843559223765,698,116,7,4.0,0.0013642564802182,0.0195543428831286
Kit Com 3 Bermudas Shorts Masculina Moletom Academia Treino,4.560936497754971,0.0,0.0,rebel cat,algodão,Masculino,primavera/verão,5.0,67.41,0.0,0.0,0.0,0.0963984857269533,647,25,7,5.0,0.0086402910413824,0.176443838108231
Kit 2 Calças Moletom Flanelada Quentinha Com Punho Malwee,4.560936497754971,0.0,10.0,malwee,algodão,Masculino,outono/inverno,5.0,199.99,0.0,0.0,0.0819672131147541,0.3224821800075031,479,25,3,5.0,0.0031832651205093,0.176443838108231
Kit 5 Calcinhas Bunda Rica Com Renda E Laço 100% Poliéster,4.560936497754971,0.0,0.0,aca multishop,Desconhecido,Bebês,não definido,25.0,54.9,0.0,0.0,0.0,0.0750656526039357,8,178,1,25.0,0.0004547521600727,0.0
